noise,n_experiments,parameter,name,estimate,true_value,relative_error,rms_normalized_error,seconds
1e-06,17,p7,"K_ads,3",25099.16240832746,17197.0,0.4595081937737662,0.12303211708104626,1393.2467830181122
1e-06,17,p8,"K_ads,4",129016.02595373445,124119.0,0.039454281405219616,0.12303211708104626,1393.2467830181122
1e-06,17,p9,Inhibition / adsorption,91844.80190056775,98084.0,-0.06361076321757117,0.12303211708104626,1393.2467830181122
1e-07,17,p1,A1,1405.2175882763593,15672.02,-0.9103358987369619,0.0848469904278719,1208.720407485962
1e-07,17,p2,E1,1463.9205285857568,3453.38,-0.5760905175260884,0.0848469904278719,1208.720407485962
1e-07,17,p3,"K_ads,1",13.744020735119008,30.836,-0.554286524350791,0.0848469904278719,1208.720407485962
1e-07,17,p4,"K_ads,2",252.40478693468367,558.532,-0.5480925230162575,0.0848469904278719,1208.720407485962
1e-07,17,p5,A2,0.3328911511984084,0.7439,-0.5525055098824998,0.0848469904278719,1208.720407485962
1e-07,17,p6,E2,52213.49257960872,40000.0,0.305337314490218,0.0848469904278719,1208.720407485962
1e-07,17,p7,"K_ads,3",22118.047910942703,17197.0,0.28615734784803765,0.0848469904278719,1208.720407485962
1e-07,17,p8,"K_ads,4",127438.75930021502,124119.0,0.026746584328064392,0.0848469904278719,1208.720407485962
1e-07,17,p9,Inhibition / adsorption,94095.96865162774,98084.0,-0.04065934656388663,0.0848469904278719,1208.720407485962
1e-05,18,p1,A1,1490.961780089246,15672.02,-0.9048647347253739,0.08525456197443414,1486.033790588379
1e-05,18,p2,E1,1477.6719115681365,3453.38,-0.5721085106278092,0.08525456197443414,1486.033790588379
1e-05,18,p3,"K_ads,1",14.199870646256262,30.836,-0.5395034814419425,0.08525456197443414,1486.033790588379
1e-05,18,p4,"K_ads,2",254.2115305530995,558.532,-0.5448577153088822,0.08525456197443414,1486.033790588379
1e-05,18,p5,A2,0.3383756618341594,0.7439,-0.545132864855277,0.08525456197443414,1486.033790588379
1e-05,18,p6,E2,52693.74177853706,40000.0,0.3173435444634266,0.08525456197443414,1486.033790588379
