noise,total_experiments_used,parameter,name,estimate,true_value,relative_error,rms_normalized_parameter_error,cumulative_information
1e-07,56,p9,Inhibition / adsorption,40061.3885,98084.0,-0.5915604125035684,0.5006004253534179,
1e-07,58,p1,A1,0.116959306,15672.02,-0.9999925370624846,0.51094038349687,
1e-07,58,p2,E1,4.76618069,3453.38,-0.998619850497194,0.51094038349687,
1e-07,58,p3,"K_ads,1",0.108498767,30.836,-0.9964814253794266,0.51094038349687,
1e-07,58,p4,"K_ads,2",0.122785165,558.532,-0.9997801644937085,0.51094038349687,
1e-07,58,p5,A2,0.539647082,0.7439,-0.27457039655867727,0.51094038349687,
1e-07,58,p6,E2,28484.4308,40000.0,-0.28788923000000005,0.51094038349687,
1e-07,58,p7,"K_ads,3",14801.8284,17197.0,-0.13927845554457172,0.51094038349687,
1e-07,58,p8,"K_ads,4",14585.0751,124119.0,-0.8824911971575665,0.51094038349687,
1e-07,58,p9,Inhibition / adsorption,40162.3386,98084.0,-0.5905311916316627,0.51094038349687,
1e-07,60,p1,A1,239.854207,15672.02,-0.9846953866189553,0.37452456741526086,
1e-07,60,p2,E1,6.01636267,3453.38,-0.9982578335804342,0.37452456741526086,
1e-07,60,p3,"K_ads,1",0.671330898,30.836,-0.9782289889090673,0.37452456741526086,
1e-07,60,p4,"K_ads,2",4.1501127,558.532,-0.9925696062177278,0.37452456741526086,
1e-07,60,p5,A2,20.0415069,0.7439,25.941130393870147,0.37452456741526086,
1e-07,60,p6,E2,27955.8683,40000.0,-0.30110329250000006,0.37452456741526086,
1e-07,60,p7,"K_ads,3",22736.1867,17197.0,0.3221019189393498,0.37452456741526086,
1e-07,60,p8,"K_ads,4",25551.1704,124119.0,-0.7941397336427138,0.37452456741526086,
1e-07,60,p9,Inhibition / adsorption,26159.9826,98084.0,-0.7332900106031565,0.37452456741526086,
1e-07,62,p1,A1,205.934186,15672.02,-0.9868597547731562,0.37304060634369973,
1e-07,62,p2,E1,6.29259441,3453.38,-0.9981778447752636,0.37304060634369973,
1e-07,62,p3,"K_ads,1",0.694470743,30.836,-0.9774785723504994,0.37304060634369973,
1e-07,62,p4,"K_ads,2",4.81938355,558.532,-0.9913713385267093,0.37304060634369973,
